Umag,Bmag,Vmag,Imag,U-B,B-V,UV
17.753,15.917,14.165,12.396,1.836,1.752,4
17.366,15.529,13.73,11.889,1.837,1.799,4
17.637,15.8,14.608,12.85,1.837,1.192,4
16.814,14.977,13.231,99.999,1.837,1.746,4
17.128,15.29,13.613,10.339,1.838,1.677,2
18.172,16.334,14.532,12.437,1.838,1.802,4
17.824,15.986,14.356,12.805,1.838,1.63,4
18.408,16.57,14.995,13.326,1.838,1.575,0
16.813,14.974,13.066,99.999,1.839,1.908,4
18.815,16.976,15.346,14.046,1.839,1.63,4
17.374,15.534,13.883,10.899,1.84,1.651,4
17.973,16.133,14.503,12.817,1.84,1.63,4
18.696,16.856,15.167,13.509,1.84,1.689,0
18.437,16.597,15.082,13.536,1.84,1.515,4
18.678,16.838,15.237,13.662,1.84,1.601,4
19.062,17.222,15.505,13.9,1.84,1.717,4
17.607,15.766,13.759,9.811,1.841,2.007,4
17.924,16.083,14.449,12.511,1.841,1.634,4
18.428,16.587,14.975,13.366,1.841,1.612,4
17.848,16.006,14.586,12.848,1.842,1.42,4
18.197,16.355,14.957,13.413,1.842,1.398,0
18.121,16.279,16.953,99.999,1.842,-0.674,0
18.004,16.162,14.582,13.441,1.842,1.58,4
18.2,16.357,14.826,13.22,1.843,1.531,4
16.348,14.504,12.752,11.199,1.844,1.752,4
17.529,15.685,13.97,11.678,1.844,1.715,4
17.168,15.324,13.567,99.999,1.844,1.757,1
17.521,15.677,13.61,11.443,1.844,2.067,4
17.925,16.081,14.421,12.816,1.844,1.66,0
17.583,15.738,13.917,12.251,1.845,1.821,4
16.979,15.134,13.347,99.999,1.845,1.787,4
17.507,15.662,13.953,12.327,1.845,1.709,0
17.189,15.344,13.643,12.349,1.845,1.701,4
17.747,15.902,14.221,12.78,1.845,1.681,4
18.234,16.389,14.626,12.917,1.845,1.763,4
18.286,16.441,14.814,13.167,1.845,1.627,0
18.173,16.327,14.546,12.87,1.846,1.781,0
18.047,16.201,14.564,12.9,1.846,1.637,4
18.133,16.287,14.746,13.06,1.846,1.541,0
18.328,16.482,14.819,13.165,1.846,1.663,0
18.624,16.778,15.281,13.944,1.846,1.497,0
18.65,16.804,15.264,13.977,1.846,1.54,4
19.069,17.222,15.586,13.911,1.847,1.636,4
17.738,15.891,14.338,12.612,1.847,1.553,0
17.965,16.118,14.444,12.675,1.847,1.674,4
17.582,15.734,14.178,12.547,1.848,1.556,4
17.96,16.112,14.489,12.944,1.848,1.623,3
17.91,16.061,14.319,12.656,1.849,1.742,4
18.156,16.307,14.568,12.761,1.849,1.739,0
18.287,16.438,14.758,13.174,1.849,1.68,0
19.001,17.152,15.519,13.555,1.849,1.633,4
18.741,16.892,15.393,13.871,1.849,1.499,4
19.109,17.26,15.507,13.928,1.849,1.753,0
16.102,14.253,12.412,99.999,1.849,1.841,4
18.554,16.704,14.982,13.535,1.85,1.722,4
17.7,15.85,14.192,12.542,1.85,1.658,4
17.784,15.934,14.323,12.601,1.85,1.611,0
17.466,15.616,14.06,12.546,1.85,1.556,4
18.687,16.837,15.141,13.387,1.85,1.696,4
18.379,16.528,14.796,12.94,1.851,1.732,4
17.946,16.095,14.455,13.039,1.851,1.64,4
17.838,15.986,14.294,11.944,1.852,1.692,4
18.889,17.036,15.51,14.008,1.853,1.526,4
17.768,15.915,14.457,12.695,1.853,1.458,4
18.355,16.502,14.912,13.332,1.853,1.59,4
18.405,16.552,14.961,13.363,1.853,1.591,3
17.75,15.896,14.11,12.207,1.854,1.786,4
18.611,16.757,15.252,13.679,1.854,1.505,4
18.086,16.231,14.5,12.892,1.855,1.731,0
17.235,15.379,13.536,99.999,1.856,1.843,2
17.533,15.677,13.869,12.05,1.856,1.808,4
18.367,16.511,14.767,13.001,1.856,1.744,4
18.847,16.991,15.116,13.316,1.856,1.875,0
18.695,16.839,15.09,13.378,1.856,1.749,0
17.868,16.011,14.403,12.816,1.857,1.608,0
17.079,15.222,13.515,11.785,1.857,1.707,4
18.214,16.356,14.585,12.637,1.858,1.771,4
18.82,16.962,15.362,13.629,1.858,1.6,4
18.702,16.844,15.274,13.806,1.858,1.57,4
16.833,14.974,13.066,10.771,1.859,1.908,0
18.273,16.414,14.568,13.208,1.859,1.846,0
17.143,15.284,13.136,10.269,1.859,2.148,4
17.511,15.652,14.149,12.566,1.859,1.503,4
17.591,15.732,13.801,11.688,1.859,1.931,4
17.251,15.392,13.514,11.717,1.859,1.878,0
18.67,16.811,15.309,13.719,1.859,1.502,0
19.163,17.304,15.609,16.701,1.859,1.695,3
18.459,16.599,14.979,13.331,1.86,1.62,0
18.715,16.855,15.215,13.523,1.86,1.64,2
18.889,17.029,15.392,13.619,1.86,1.637,4
18.98,17.12,15.516,13.989,1.86,1.604,0
17.294,15.434,13.56,9.868,1.86,1.874,4
17.626,15.766,14.182,11.412,1.86,1.584,4
17.486,15.625,13.962,12.403,1.861,1.663,2
18.268,16.407,14.673,12.941,1.861,1.734,4
18.215,16.354,14.653,12.991,1.861,1.701,4
18.952,17.091,15.444,13.644,1.861,1.647,4
16.662,14.8,13.005,9.482,1.862,1.795,4
18.63,16.768,15.419,13.876,1.862,1.349,4
17.256,15.394,13.557,11.996,1.862,1.837,4
18.199,16.337,14.68,13.291,1.862,1.657,0
18.051,16.188,14.406,11.333,1.863,1.782,4
18.626,16.763,15.199,13.716,1.863,1.564,4
18.5,16.637,15.26,13.871,1.863,1.377,0
17.877,16.014,14.339,99.999,1.863,1.675,0
18.287,16.423,14.647,12.509,1.864,1.776,4
17.978,16.114,14.381,12.607,1.864,1.733,4
18.761,16.897,15.245,13.586,1.864,1.652,4
17.922,16.057,14.558,12.729,1.865,1.499,0
17.787,15.921,14.189,12.665,1.866,1.732,0
18.489,16.623,15.041,13.456,1.866,1.582,4
18.304,16.438,14.972,13.458,1.866,1.466,4
17.716,15.85,14.235,12.544,1.866,1.615,4
18.592,16.725,15.073,13.43,1.867,1.652,0
17.716,15.849,14.273,11.791,1.867,1.576,4
18.929,17.061,15.343,13.573,1.868,1.718,4
19.205,17.337,15.629,13.869,1.868,1.708,4
18.791,16.923,15.338,13.857,1.868,1.585,0
16.883,15.014,13.046,10.698,1.869,1.968,4
17.843,15.974,14.327,11.861,1.869,1.647,4
19.861,17.992,15.506,12.168,1.869,2.486,4
18.694,16.825,14.952,13.464,1.869,1.873,0
17.728,15.859,14.16,12.642,1.869,1.699,4
17.76,15.89,13.97,11.81,1.87,1.92,0
18.671,16.8,15.209,13.679,1.871,1.591,4
17.719,15.848,14.214,11.498,1.871,1.634,0
17.975,16.104,14.455,12.831,1.871,1.649,4
18.247,16.375,14.725,12.88,1.872,1.65,4
18.356,16.484,14.874,13.346,1.872,1.61,0
18.003,16.131,14.446,99.999,1.872,1.685,4
18.894,17.021,15.346,13.767,1.873,1.675,4
17.742,15.869,14.167,11.781,1.873,1.702,4
18.863,16.99,15.121,12.807,1.873,1.869,4
17.772,15.898,14.208,12.869,1.874,1.69,0
18.052,16.178,14.662,13.216,1.874,1.516,4
18.519,16.645,15.022,13.625,1.874,1.623,0
18.647,16.773,15.299,13.86,1.874,1.474,0
17.618,15.743,14.125,99.999,1.875,1.618,4
18.322,16.447,14.725,13.103,1.875,1.722,0
18.409,16.534,15.014,13.488,1.875,1.52,0
17.803,15.927,14.196,12.502,1.876,1.731,4
18.446,16.57,15.087,13.512,1.876,1.483,4
17.703,15.826,13.885,10.308,1.877,1.941,4
18.082,16.204,14.513,12.816,1.878,1.691,4
18.329,16.451,14.795,13.185,1.878,1.656,4
18.88,17.002,15.447,14.721,1.878,1.555,4
16.704,14.826,12.956,99.999,1.878,1.87,4
17.506,15.627,13.994,12.821,1.879,1.633,0
18.275,16.395,14.594,11.985,1.88,1.801,4
17.913,16.033,14.406,12.801,1.88,1.627,4
17.135,15.255,13.402,11.143,1.88,1.853,0
17.777,15.897,14.34,11.457,1.88,1.557,0
17.591,15.711,14.123,11.757,1.88,1.588,4
16.505,14.624,12.838,99.999,1.881,1.786,4
17.163,15.282,13.528,11.872,1.881,1.754,4
17.271,15.39,13.687,11.94,1.881,1.703,4
17.317,15.436,13.642,12.245,1.881,1.794,4
18.887,17.006,15.285,13.635,1.881,1.721,4
18.781,16.899,15.167,13.458,1.882,1.732,0
18.914,17.032,15.442,13.861,1.882,1.59,0
17.683,15.8,14.038,12.345,1.883,1.762,0
18.069,16.186,14.66,13.025,1.883,1.526,4
18.279,16.396,14.981,13.459,1.883,1.415,0
18.228,16.344,14.671,13.057,1.884,1.673,4
18.42,16.536,15.072,13.562,1.884,1.464,4
17.724,15.839,14.112,99.999,1.885,1.727,4
18.62,16.735,15.135,13.773,1.885,1.6,4
17.648,15.762,14.06,12.353,1.886,1.702,4
18.765,16.879,15.25,13.609,1.886,1.629,0
18.125,16.238,14.514,12.719,1.887,1.724,4
18.719,16.832,15.107,13.111,1.887,1.725,4
18.571,16.684,15.13,13.319,1.887,1.554,4
16.926,15.038,13.233,11.374,1.888,1.805,4
17.711,15.823,14.067,12.424,1.888,1.756,4
17.732,15.844,14.399,12.562,1.888,1.445,0
18.66,16.772,15.066,13.211,1.888,1.706,4
17.649,15.761,14.093,99.999,1.888,1.668,4
16.883,14.994,13.176,10.984,1.889,1.818,4
17.203,15.314,13.476,11.51,1.889,1.838,4
18.338,16.449,14.715,12.666,1.889,1.734,3
18.099,16.21,14.653,13.029,1.889,1.557,0
17.003,15.114,13.216,99.999,1.889,1.898,4
17.353,15.464,14.079,11.54,1.889,1.385,4
17.274,15.385,13.712,99.999,1.889,1.673,0
16.963,15.074,13.226,99.999,1.889,1.848,0
16.54,14.65,12.997,99.999,1.89,1.653,4
18.163,16.273,14.629,12.821,1.89,1.644,0
18.683,16.793,15.183,13.505,1.89,1.61,0
17.894,16.003,14.425,12.484,1.891,1.578,0
17.747,15.856,14.348,12.205,1.891,1.508,0
17.727,15.836,13.991,99.999,1.891,1.845,0
17.431,15.54,13.694,12.179,1.891,1.846,4
18.038,16.147,14.586,13.141,1.891,1.561,4
17.647,15.755,13.9,12.178,1.892,1.855,4
17.404,15.512,13.788,12.027,1.892,1.724,4
18.752,16.86,15.184,13.789,1.892,1.676,4
17.341,15.449,13.671,11.844,1.892,1.778,4
18.882,16.99,15.522,13.901,1.892,1.468,0
17.747,15.854,14.114,12.449,1.893,1.74,4
18.1,16.207,14.439,12.725,1.893,1.768,4
17.906,16.012,14.315,12.571,1.894,1.697,0
18.153,16.259,14.545,12.872,1.894,1.714,4
18.595,16.701,15.149,13.822,1.894,1.552,4
16.778,14.884,13.148,99.999,1.894,1.736,4
18.213,16.319,14.617,13.002,1.894,1.702,0
18.617,16.723,15.1,13.541,1.894,1.623,4
17.676,15.781,14.215,12.43,1.895,1.566,4
17.01,15.115,13.547,10.553,1.895,1.568,4
18.519,16.623,15.175,13.398,1.896,1.448,4
18.067,16.17,14.436,12.921,1.897,1.734,4
18.269,16.372,14.76,13.367,1.897,1.612,0
17.474,15.577,13.853,11.126,1.897,1.724,4
18.393,16.496,14.817,13.086,1.897,1.679,4
18.725,16.828,15.293,13.773,1.897,1.535,0
17.99,16.092,14.416,12.877,1.898,1.676,0
18.582,16.684,15.024,13.339,1.898,1.66,4
19.833,17.935,16.118,14.465,1.898,1.817,4
17.037,15.139,13.42,99.999,1.898,1.719,4
18.743,16.844,15.318,13.763,1.899,1.526,4
17.322,15.423,13.658,11.844,1.899,1.765,0
16.923,15.024,13.236,99.999,1.899,1.788,0
17.614,15.715,13.895,11.659,1.899,1.82,3
18.413,16.514,15.049,13.656,1.899,1.465,4
17.717,15.817,14.199,12.566,1.9,1.618,4
17.52,15.62,13.994,12.199,1.9,1.626,0
17.616,15.716,14.049,12.379,1.9,1.667,4
17.946,16.046,14.567,13.337,1.9,1.479,0
17.754,15.853,14.325,12.758,1.901,1.528,4
14.992,13.091,11.139,99.999,1.901,1.952,1
17.755,15.853,14.202,12.29,1.902,1.651,4
17.382,15.48,13.792,12.159,1.902,1.688,4
18.165,16.262,14.465,12.822,1.903,1.797,0
18.618,16.715,15.404,13.945,1.903,1.311,4
17.525,15.621,14.057,12.327,1.904,1.564,0
17.797,15.893,14.259,11.911,1.904,1.634,0
18.355,16.451,14.737,12.903,1.904,1.714,0
18.089,16.185,14.594,13.193,1.904,1.591,4
18.457,16.553,15.112,13.743,1.904,1.441,4
18.704,16.8,15.305,14.048,1.904,1.495,4
17.263,15.359,13.685,11.979,1.904,1.674,2
17.986,16.081,14.34,12.614,1.905,1.741,4
17.928,16.023,14.325,12.78,1.905,1.698,0
18.794,16.888,14.908,13.073,1.906,1.98,4
18.692,16.786,15.217,13.845,1.906,1.569,0
17.658,15.752,14.029,12.232,1.906,1.723,4
18.226,16.319,14.468,11.848,1.907,1.851,4
18.361,16.454,14.697,13.177,1.907,1.757,0
18.52,16.613,14.971,13.464,1.907,1.642,4
18.978,17.071,15.41,13.601,1.907,1.661,4
18.9,16.993,15.506,13.891,1.907,1.487,4
17.555,15.647,14.058,12.56,1.908,1.589,4
16.613,14.704,12.686,10.835,1.909,2.018,4
18.691,16.782,15.101,13.373,1.909,1.681,4
18.709,16.8,15.292,13.86,1.909,1.508,0
16.663,14.754,12.776,10.683,1.909,1.978,4
17.692,15.781,13.65,11.475,1.911,2.131,4
17.702,15.791,14.23,12.518,1.911,1.561,4
18.387,16.476,14.998,13.79,1.911,1.478,4
18.925,17.014,15.413,13.846,1.911,1.601,0
17.088,15.177,13.324,99.999,1.911,1.853,0
18.048,16.136,14.733,13.062,1.912,1.403,4
18.547,16.635,14.986,13.228,1.912,1.649,0
17.24,15.328,13.813,99.999,1.912,1.515,4
18.603,16.691,15.151,13.806,1.912,1.54,0
18.563,16.65,14.89,13.288,1.913,1.76,0
17.734,15.821,14.063,12.151,1.913,1.758,4
17.939,16.025,14.237,12.552,1.914,1.788,0
18.558,16.643,14.889,13.047,1.915,1.754,0
17.821,15.906,14.332,12.69,1.915,1.574,0
18.306,16.39,14.51,12.631,1.916,1.88,4
18.244,16.328,14.563,12.675,1.916,1.765,4
18.379,16.463,14.913,13.409,1.916,1.55,4
18.503,16.587,15.055,13.547,1.916,1.532,0
18.491,16.574,14.951,13.328,1.917,1.623,4
17.5,15.583,13.792,11.787,1.917,1.791,0
17.869,15.952,14.367,12.812,1.917,1.585,4
18.666,16.749,15.094,13.362,1.917,1.655,4
18.753,16.836,15.058,13.59,1.917,1.778,0
18.643,16.725,15.18,13.534,1.918,1.545,4
16.923,15.004,13.136,11.238,1.919,1.868,4
18.236,16.317,14.805,12.825,1.919,1.512,0
18.424,16.505,14.945,13.445,1.919,1.56,4
17.507,15.588,13.977,12.459,1.919,1.611,4
17.982,16.062,14.458,12.881,1.92,1.604,4
18.893,16.973,15.352,13.73,1.92,1.621,4
19.443,17.523,15.849,14.062,1.92,1.674,4
18.229,16.308,14.487,12.691,1.921,1.821,4
18.514,16.593,14.962,13.276,1.921,1.631,4
17.485,15.564,13.789,99.999,1.921,1.775,4
17.791,15.869,14.341,12.246,1.922,1.528,3
18.601,16.679,15.191,13.825,1.922,1.488,0
19.227,17.305,15.586,13.878,1.922,1.719,4
18.593,16.671,15.139,13.885,1.922,1.532,0
18.412,16.489,14.83,13.02,1.923,1.659,4
19,17.077,15.355,13.637,1.923,1.722,4
18.715,16.79,15.248,13.735,1.925,1.542,4
18.983,17.058,15.488,13.818,1.925,1.57,4
19.024,17.099,15.475,13.936,1.925,1.624,0
18.984,17.059,15.472,13.953,1.925,1.587,0
17.54,15.614,14.026,11.672,1.926,1.588,4
18.636,16.71,15.066,13.33,1.926,1.644,4
17.539,15.613,13.885,10.472,1.926,1.728,4
18.475,16.549,15.031,13.507,1.926,1.518,4
17.403,15.476,13.552,11.479,1.927,1.924,4
17.554,15.627,13.883,12.101,1.927,1.744,4
17.666,15.739,13.838,12.026,1.927,1.901,4
17.947,16.02,14.485,12.98,1.927,1.535,0
18.147,16.22,14.633,13.144,1.927,1.587,4
18.441,16.514,14.774,13.235,1.927,1.74,4
15.876,13.949,11.861,99.999,1.927,2.088,4
17.555,15.627,13.719,11.747,1.928,1.908,4
18.013,16.085,14.254,12.377,1.928,1.831,4
18.727,16.799,15.075,13.447,1.928,1.724,4
17.243,15.314,13.286,10.193,1.929,2.028,4
16.543,14.614,12.716,99.999,1.929,1.898,4
16.695,14.766,12.844,10.574,1.929,1.922,0
17.925,15.996,14.792,12.044,1.929,1.204,4
17.984,16.055,14.216,12.059,1.929,1.839,4
17.728,15.799,14.081,12.319,1.929,1.718,4
18.013,16.084,14.48,12.694,1.929,1.604,0
18.385,16.456,14.837,12.726,1.929,1.619,0
18.295,16.366,15.052,13.358,1.929,1.314,0
18.707,16.777,14.937,13.017,1.93,1.84,4
18.875,16.945,15.343,13.639,1.93,1.602,4
16.324,14.394,12.582,10.84,1.93,1.812,4
16.89,14.959,13.017,10.59,1.931,1.942,0
18.097,16.166,14.564,12.519,1.931,1.602,4
18.717,16.785,15.354,13.884,1.932,1.431,0
18.595,16.662,15.158,13.741,1.933,1.504,4
17.926,15.992,14.22,12.75,1.934,1.772,4
17.441,15.507,13.82,10.642,1.934,1.687,4
17.4,15.466,13.709,11.851,1.934,1.757,0
17.28,15.346,13.57,11.732,1.934,1.776,4
18.663,16.729,15.114,12.859,1.934,1.615,4
18.213,16.279,14.939,13.692,1.934,1.34,0
17.399,15.464,13.658,11.824,1.935,1.806,4
17.565,15.63,13.945,99.999,1.935,1.685,4
18.7,16.764,14.946,13.239,1.936,1.818,4
19.113,17.177,15.578,13.978,1.936,1.599,4
18.342,16.405,14.73,13.16,1.937,1.675,0
17.587,15.65,13.892,99.999,1.937,1.758,4
18.739,16.802,15.178,13.48,1.937,1.624,4
16.993,15.054,13.166,99.999,1.939,1.888,0
18.115,16.176,14.406,12.474,1.939,1.77,4
18.209,16.27,14.603,13.123,1.939,1.667,4
18.962,17.023,15.42,13.674,1.939,1.603,4
18.154,16.214,14.476,12.511,1.94,1.738,4
17.667,15.726,13.842,11.993,1.941,1.884,0
17.943,16.002,14.276,99.999,1.941,1.726,0
17.177,15.235,13.449,11.412,1.942,1.786,4
18.245,16.303,14.591,12.841,1.942,1.712,4
18.748,16.806,15.147,13.523,1.942,1.659,4
17.513,15.571,13.767,11.524,1.942,1.804,3
17.761,15.817,13.937,11.994,1.944,1.88,4
17.546,15.602,13.953,12.328,1.944,1.649,4
17.749,15.805,14.222,12.676,1.944,1.583,0
18.544,16.6,15.082,13.801,1.944,1.518,4
17.506,15.562,13.715,11.891,1.944,1.847,0
17.475,15.531,13.972,12.28,1.944,1.559,0
18.088,16.144,14.477,12.848,1.944,1.667,0
19.394,17.449,15.758,14.047,1.945,1.691,4
18.805,16.859,15.137,13.521,1.946,1.722,4
17.333,15.387,13.504,99.999,1.946,1.883,4
16.566,14.619,12.569,10.703,1.947,2.05,4
18.046,16.099,14.81,13.152,1.947,1.289,0
18.435,16.488,14.913,13.302,1.947,1.575,4
16.403,14.455,12.971,10.886,1.948,1.484,4
17.179,15.231,13.609,12.017,1.948,1.622,0
18.089,16.14,14.119,11.931,1.949,2.021,0
18.031,16.082,14.434,12.978,1.949,1.648,0
17.512,15.563,13.766,11.917,1.949,1.797,4
18.85,16.901,15.362,13.905,1.949,1.539,0
16.939,14.989,12.766,11.065,1.95,2.223,4
17.708,15.758,14.217,12.854,1.95,1.541,0
18.289,16.339,15.003,13.306,1.95,1.336,0
19.138,17.188,15.465,13.926,1.95,1.723,3
18.071,16.12,14.446,12.689,1.951,1.674,4
18.389,16.438,14.823,13.184,1.951,1.615,4
18.188,16.236,14.552,12.876,1.952,1.684,4
18.435,16.483,14.977,13.593,1.952,1.506,4
17.494,15.542,13.879,10.784,1.952,1.663,4
18.57,16.617,14.976,13.296,1.953,1.641,4
17.562,15.608,13.639,11.747,1.954,1.969,4
18.295,16.341,14.631,12.909,1.954,1.71,4
18.324,16.37,14.709,13.17,1.954,1.661,4
18.446,16.492,14.987,13.429,1.954,1.505,4
18.441,16.486,14.846,13.197,1.955,1.64,4
18.6,16.645,14.99,13.382,1.955,1.655,4
17.66,15.704,13.966,12.016,1.956,1.738,4
18.707,16.751,15.098,13.39,1.956,1.653,4
17.312,15.356,13.403,11.2,1.956,1.953,4
17.548,15.591,13.874,99.999,1.957,1.717,0
19.332,17.375,15.785,14.105,1.957,1.59,0
18.099,16.142,14.319,99.999,1.957,1.823,4
18.449,16.491,14.947,12.928,1.958,1.544,4
17.255,15.296,13.693,12.006,1.959,1.603,4
18.772,16.812,15.263,13.666,1.96,1.549,4
18.416,16.456,14.757,12.986,1.96,1.699,4
18.761,16.8,15.024,13.242,1.961,1.776,4
18.04,16.079,14.56,99.999,1.961,1.519,0
18.619,16.657,14.951,12.451,1.962,1.706,4
18.696,16.734,15.447,13.694,1.962,1.287,4
18.716,16.754,15.247,13.799,1.962,1.507,4
19.13,17.168,15.457,14.036,1.962,1.711,4
17.945,15.982,14.231,12.572,1.963,1.751,4
18.152,16.189,14.876,12.714,1.963,1.313,4
18.199,16.236,14.707,12.933,1.963,1.529,4
18.501,16.538,14.79,13.316,1.963,1.748,0
18.956,16.993,15.235,13.334,1.963,1.758,0
17.383,15.419,13.877,12.261,1.964,1.542,4
17.768,15.803,13.934,12.137,1.965,1.869,4
17.597,15.632,13.7,12.152,1.965,1.932,4
18.761,16.795,15.08,13.302,1.966,1.715,4
19.266,17.3,15.626,13.887,1.966,1.674,4
17.962,15.996,14.384,12.359,1.966,1.612,0
17.434,15.468,13.783,11.767,1.966,1.685,4
16.456,14.488,12.852,9.164,1.968,1.636,4
17.939,15.971,14.198,12.284,1.968,1.773,4
18.424,16.456,14.85,13.131,1.968,1.606,4
18.328,16.36,14.763,13.215,1.968,1.597,4
18.593,16.625,14.907,13.574,1.968,1.718,4
18.751,16.783,15.042,13.63,1.968,1.741,4
17.273,15.304,13.536,11.816,1.969,1.768,4
16.703,14.734,12.836,99.999,1.969,1.898,4
17.153,15.184,13.286,99.999,1.969,1.898,4
17.745,15.776,13.98,12.081,1.969,1.796,4
17.486,15.517,13.68,99.999,1.969,1.837,4
17.806,15.836,14.136,11.314,1.97,1.7,4
18.847,16.877,15.159,13.382,1.97,1.718,0
18.706,16.735,15.192,13.491,1.971,1.543,0
19.332,17.361,15.641,13.951,1.971,1.72,0
17.584,15.613,13.722,99.999,1.971,1.891,4
18.174,16.202,14.594,12.992,1.972,1.608,4
18.278,16.304,14.901,13.023,1.974,1.403,4
18.793,16.819,15.103,13.485,1.974,1.716,4
18.788,16.814,15.105,13.651,1.974,1.709,0
18.505,16.53,14.916,13.162,1.975,1.614,0
18.485,16.51,14.964,13.432,1.975,1.546,4
18.807,16.832,15.229,13.522,1.975,1.603,4
18.892,16.917,15.339,13.809,1.975,1.578,0
18.044,16.069,14.123,11.804,1.975,1.946,4
17.11,15.133,13.367,11.728,1.977,1.766,4
18.915,16.938,15.206,13.168,1.977,1.732,0
17.714,15.736,13.91,10.879,1.978,1.826,4
17.173,15.194,13.306,11.308,1.979,1.888,4
18.008,16.029,14.246,12.186,1.979,1.783,4
18.673,16.694,15.084,13.365,1.979,1.61,4
17.063,15.084,13.126,99.999,1.979,1.958,0
18.905,16.925,15.232,13.576,1.98,1.693,4
18.988,17.008,15.336,13.823,1.98,1.672,0
17.833,15.85,14.281,99.999,1.983,1.569,3
18.218,16.235,14.502,12.112,1.983,1.733,4
18.172,16.189,14.939,13.482,1.983,1.25,4
18.802,16.818,15.173,13.622,1.984,1.645,4
17.979,15.995,14.125,12.001,1.984,1.87,4
17.889,15.905,14.481,12.77,1.984,1.424,4
18.916,16.931,15.333,13.715,1.985,1.598,4
17.752,15.766,13.998,12.16,1.986,1.768,4
16.892,14.906,12.835,99.999,1.986,2.071,4
17.355,15.368,13.692,12.251,1.987,1.676,4
18.495,16.508,14.957,13.332,1.987,1.551,4
16.503,14.514,12.556,10.36,1.989,1.958,4
18.356,16.367,14.747,13.174,1.989,1.62,0
16.9,14.91,13.023,10.818,1.99,1.887,4
18.539,16.549,14.91,13.493,1.99,1.639,0
17.988,15.996,14.346,12.801,1.992,1.65,4
18.799,16.807,15.2,13.642,1.992,1.607,4
18.431,16.438,14.781,13.15,1.993,1.657,4
17.16,15.166,13.457,9.513,1.994,1.709,4
18.039,16.045,14.485,12.947,1.994,1.56,4
17.431,15.437,13.845,12.132,1.994,1.592,4
17.992,15.998,14.363,12.618,1.994,1.635,0
17.803,15.809,14.064,12.697,1.994,1.745,4
18.489,16.494,14.826,13.12,1.995,1.668,0
17.875,15.878,14.363,12.912,1.997,1.515,4
17.909,15.911,14.267,11.748,1.998,1.644,4
17.581,15.583,13.832,12.233,1.998,1.751,4
18.024,16.026,14.266,12.282,1.998,1.76,4
18.024,16.026,14.395,12.678,1.998,1.631,0
16.407,14.408,12.55,10.225,1.999,1.858,4
17.323,15.324,13.496,11.685,1.999,1.828,4
16.823,14.824,12.826,99.999,1.999,1.998,4
18.62,16.621,15.107,13.562,1.999,1.514,0
18.911,16.911,15.304,13.773,2,1.607,0
18.155,16.154,14.237,12.099,2.001,1.917,4
17.969,15.968,14.306,12.892,2.001,1.662,0
19.119,17.118,15.394,13.466,2.001,1.724,4
18.788,16.786,15.058,13.08,2.002,1.728,0
18.414,16.412,14.871,13.111,2.002,1.541,4
19.158,17.156,15.463,13.651,2.002,1.693,4
18.841,16.838,15.234,13.634,2.003,1.604,4
18.871,16.868,15.46,13.802,2.003,1.408,0
17.94,15.937,14.277,12.741,2.003,1.66,4
18.203,16.199,15.063,13.504,2.004,1.136,0
18.941,16.937,15.344,13.869,2.004,1.593,4
18.839,16.834,15.234,13.808,2.005,1.6,4
17.506,15.501,13.677,12.038,2.005,1.824,0
18.468,16.462,14.778,13.504,2.006,1.684,0
19.065,17.057,15.469,13.762,2.008,1.588,4
18.753,16.744,15.325,13.538,2.009,1.419,3
16.783,14.774,12.826,99.999,2.009,1.948,4
17.677,15.667,13.647,11.863,2.01,2.02,4
17.811,15.8,14.002,11.857,2.011,1.798,0
18.832,16.821,15.285,13.82,2.011,1.536,4
18.895,16.883,15.189,13.46,2.012,1.694,4
17.907,15.894,14.192,12.28,2.013,1.702,4
18.551,16.537,14.902,12.881,2.014,1.635,4
18.479,16.465,14.76,13.135,2.014,1.705,4
17.858,15.844,14.01,11.026,2.014,1.834,0
17.98,15.966,14.372,12.889,2.014,1.594,0
17.385,15.37,13.636,99.999,2.015,1.734,0
18.015,15.999,14.463,13.093,2.016,1.536,4
18.324,16.306,14.458,11.261,2.018,1.848,4
18.437,16.419,14.568,11.919,2.018,1.851,4
18.247,16.228,14.255,12.127,2.019,1.973,4
17.941,15.922,14.18,12.405,2.019,1.742,4
19.432,17.413,15.818,14.143,2.019,1.595,0
17.895,15.876,14.308,12.333,2.019,1.568,0
17.293,15.274,13.556,99.999,2.019,1.718,4
17.849,15.829,13.89,11.84,2.02,1.939,4
18.485,16.465,14.915,13.253,2.02,1.55,4
18.637,16.617,14.991,13.407,2.02,1.626,4
18.537,16.517,15.16,13.557,2.02,1.357,4
18.402,16.381,14.74,13.317,2.021,1.641,0
19.123,17.102,15.537,13.807,2.021,1.565,4
17.974,15.952,14.147,11.844,2.022,1.805,4
17.997,15.975,14.142,12.442,2.022,1.833,0
18.815,16.793,15.113,13.461,2.022,1.68,4
19.167,17.145,15.526,13.983,2.022,1.619,0
18.081,16.058,14.189,10.637,2.023,1.869,4
17.576,15.552,13.767,11.968,2.024,1.785,0
18.85,16.825,15.167,13.416,2.025,1.658,4
19.17,17.145,15.499,13.799,2.025,1.646,4
17.641,15.615,13.79,11.789,2.026,1.825,4
18.99,16.964,15.391,13.549,2.026,1.573,0
17.596,15.57,13.917,99.999,2.026,1.653,4
17.446,15.42,13.705,12.132,2.026,1.715,4
